ID,"CubeId;""rendopar"""
1,"PublishingDate;""2018-04-03 14:30"""
2,
3,"Date;""d0"";""Value"""
3761,"1990-05-29;""b1"";"
3762,"1990-05-29;""b2"";"
3763,"1990-05-29;""b3"";"
3764,"1990-05-29;""t1"";"
3765,"1990-05-29;""t2"";"
3766,"1990-05-30;""b0"";"
3767,"1990-05-30;""b1"";"
3768,"1990-05-30;""b2"";"
3769,"1990-05-30;""b3"";"
3770,"1990-05-30;""t1"";"
3771,"1990-05-30;""t2"";"
3772,"1990-05-31;""b0"";""6.067"""
3773,"1990-05-31;""b1"";""2.436"""
3774,"1990-05-31;""b2"";""-5.837"""
3775,"1990-05-31;""b3"";""6.772"""
3776,"1990-05-31;""t1"";""0.754"""
3777,"1990-05-31;""t2"";""0.442"""
3778,"1990-06-01;""b0"";"
3779,"1990-06-01;""b1"";"
3780,"1990-06-01;""b2"";"
3781,"1990-06-01;""b3"";"
3782,"1990-06-01;""t1"";"
3783,"1990-06-01;""t2"";"
3784,"1990-06-04;""b0"";"
3785,"1990-06-04;""b1"";"
3786,"1990-06-04;""b2"";"
3787,"1990-06-04;""b3"";"
3788,"1990-06-04;""t1"";"
3789,"1990-06-04;""t2"";"
3790,"1990-06-05;""b0"";""6.018"""
3791,"1990-06-05;""b1"";""2.255"""
3792,"1990-06-05;""b2"";""-6.731"""
3793,"1990-06-05;""b3"";""8.864"""
3794,"1990-06-05;""t1"";""0.618"""
3795,"1990-06-05;""t2"";""0.405"""
3796,"1990-06-06;""b0"";"
3797,"1990-06-06;""b1"";"
3798,"1990-06-06;""b2"";"
3799,"1990-06-06;""b3"";"
3800,"1990-06-06;""t1"";"
3801,"1990-06-06;""t2"";"
3802,"1990-06-07;""b0"";"
3803,"1990-06-07;""b1"";"
3804,"1990-06-07;""b2"";"
3805,"1990-06-07;""b3"";"
3806,"1990-06-07;""t1"";"
3807,"1990-06-07;""t2"";"
3808,"1990-06-08;""b0"";"
3809,"1990-06-08;""b1"";"
3810,"1990-06-08;""b2"";"
3811,"1990-06-08;""b3"";"
3812,"1990-06-08;""t1"";"
3813,"1990-06-08;""t2"";"
3814,"1990-06-11;""b0"";""2.464"""
3815,"1990-06-11;""b1"";""5.924"""
3816,"1990-06-11;""b2"";""6.186"""
3817,"1990-06-11;""b3"";""-7.296"""
3818,"1990-06-11;""t1"";""12.131"""
3819,"1990-06-11;""t2"";""3.059"""
3820,"1990-06-12;""b0"";"
3821,"1990-06-12;""b1"";"
3822,"1990-06-12;""b2"";"
3823,"1990-06-12;""b3"";"
3824,"1990-06-12;""t1"";"
3825,"1990-06-12;""t2"";"
3826,"1990-06-13;""b0"";"
3827,"1990-06-13;""b1"";"
3828,"1990-06-13;""b2"";"
3829,"1990-06-13;""b3"";"
3830,"1990-06-13;""t1"";"
3831,"1990-06-13;""t2"";"
3832,"1990-06-14;""b0"";"
3833,"1990-06-14;""b1"";"
3834,"1990-06-14;""b2"";"
3835,"1990-06-14;""b3"";"
3836,"1990-06-14;""t1"";"
3837,"1990-06-14;""t2"";"
3838,"1990-06-15;""b0"";"
3839,"1990-06-15;""b1"";"
3840,"1990-06-15;""b2"";"
3841,"1990-06-15;""b3"";"
3842,"1990-06-15;""t1"";"
3843,"1990-06-15;""t2"";"
3844,"1990-06-18;""b0"";""6.051"""
3845,"1990-06-18;""b1"";""1.761"""
3846,"1990-06-18;""b2"";""-4.736"""
3847,"1990-06-18;""b3"";""6.692"""
3848,"1990-06-18;""t1"";""0.973"""
3849,"1990-06-18;""t2"";""0.47"""
3850,"1990-06-19;""b0"";"
3851,"1990-06-19;""b1"";"
3852,"1990-06-19;""b2"";"
3853,"1990-06-19;""b3"";"
3854,"1990-06-19;""t1"";"
3855,"1990-06-19;""t2"";"
3856,"1990-06-20;""b0"";"
3857,"1990-06-20;""b1"";"
3858,"1990-06-20;""b2"";"
3859,"1990-06-20;""b3"";"
3860,"1990-06-20;""t1"";"
3861,"1990-06-20;""t2"";"
3862,"1990-06-21;""b0"";"
3863,"1990-06-21;""b1"";"
3864,"1990-06-21;""b2"";"
3865,"1990-06-21;""b3"";"
3866,"1990-06-21;""t1"";"
3867,"1990-06-21;""t2"";"
3868,"1990-06-22;""b0"";"
3869,"1990-06-22;""b1"";"
3870,"1990-06-22;""b2"";"
3871,"1990-06-22;""b3"";"
3872,"1990-06-22;""t1"";"
3873,"1990-06-22;""t2"";"
3874,"1990-06-25;""b0"";""5.971"""
3875,"1990-06-25;""b1"";""2.475"""
3876,"1990-06-25;""b2"";""-7.029"""
3877,"1990-06-25;""b3"";""7.322"""
3878,"1990-06-25;""t1"";""1.036"""
3879,"1990-06-25;""t2"";""0.661"""
3880,"1990-06-26;""b0"";"
3881,"1990-06-26;""b1"";"
3882,"1990-06-26;""b2"";"
3883,"1990-06-26;""b3"";"
3884,"1990-06-26;""t1"";"
3885,"1990-06-26;""t2"";"
3886,"1990-06-27;""b0"";"
3887,"1990-06-27;""b1"";"
3888,"1990-06-27;""b2"";"
3889,"1990-06-27;""b3"";"
3890,"1990-06-27;""t1"";"
3891,"1990-06-27;""t2"";"
3892,"1990-06-28;""b0"";"
3893,"1990-06-28;""b1"";"
3894,"1990-06-28;""b2"";"
3895,"1990-06-28;""b3"";"
3896,"1990-06-28;""t1"";"
3897,"1990-06-28;""t2"";"
3898,"1990-06-29;""b0"";""5.886"""
3899,"1990-06-29;""b1"";""2.674"""
3900,"1990-06-29;""b2"";""-6.009"""
3901,"1990-06-29;""b3"";""7.015"""
3902,"1990-06-29;""t1"";""0.815"""
3903,"1990-06-29;""t2"";""0.501"""
3904,"1990-07-02;""b0"";""4.521"""
3905,"1990-07-02;""b1"";""4.383"""
3906,"1990-07-02;""b2"";""-6.008"""
3907,"1990-07-02;""b3"";""5.957"""
3908,"1990-07-02;""t1"";""2.659"""
3909,"1990-07-02;""t2"";""7.175"""
3910,"1990-07-03;""b0"";"
3911,"1990-07-03;""b1"";"
3912,"1990-07-03;""b2"";"
3913,"1990-07-03;""b3"";"
3914,"1990-07-03;""t1"";"
3915,"1990-07-03;""t2"";"
3916,"1990-07-04;""b0"";"
3917,"1990-07-04;""b1"";"
3918,"1990-07-04;""b2"";"
3919,"1990-07-04;""b3"";"
3920,"1990-07-04;""t1"";"
3921,"1990-07-04;""t2"";"
3922,"1990-07-05;""b0"";"
3923,"1990-07-05;""b1"";"
3924,"1990-07-05;""b2"";"
3925,"1990-07-05;""b3"";"
3926,"1990-07-05;""t1"";"
3927,"1990-07-05;""t2"";"
3928,"1990-07-06;""b0"";"
3929,"1990-07-06;""b1"";"
3930,"1990-07-06;""b2"";"
3931,"1990-07-06;""b3"";"
3932,"1990-07-06;""t1"";"
3933,"1990-07-06;""t2"";"
3934,"1990-07-09;""b0"";""5.823"""
3935,"1990-07-09;""b1"";""2.909"""
3936,"1990-07-09;""b2"";""-4.015"""
3937,"1990-07-09;""b3"";""4.884"""
3938,"1990-07-09;""t1"";""0.915"""
3939,"1990-07-09;""t2"";""0.397"""
3940,"1990-07-10;""b0"";"
3941,"1990-07-10;""b1"";"
3942,"1990-07-10;""b2"";"
3943,"1990-07-10;""b3"";"
3944,"1990-07-10;""t1"";"
3945,"1990-07-10;""t2"";"
3946,"1990-07-11;""b0"";"
3947,"1990-07-11;""b1"";"
3948,"1990-07-11;""b2"";"
3949,"1990-07-11;""b3"";"
3950,"1990-07-11;""t1"";"
3951,"1990-07-11;""t2"";"
3952,"1990-07-12;""b0"";"
3953,"1990-07-12;""b1"";"
3954,"1990-07-12;""b2"";"
3955,"1990-07-12;""b3"";"
3956,"1990-07-12;""t1"";"
3957,"1990-07-12;""t2"";"
3958,"1990-07-13;""b0"";"
3959,"1990-07-13;""b1"";"
3960,"1990-07-13;""b2"";"
3961,"1990-07-13;""b3"";"
3962,"1990-07-13;""t1"";"
3963,"1990-07-13;""t2"";"
3964,"1990-07-16;""b0"";""5.788"""
3965,"1990-07-16;""b1"";""1.966"""
3966,"1990-07-16;""b2"";""-4.702"""
3967,"1990-07-16;""b3"";""7.57"""
3968,"1990-07-16;""t1"";""0.851"""
3969,"1990-07-16;""t2"";""0.407"""
3970,"1990-07-17;""b0"";"
3971,"1990-07-17;""b1"";"
3972,"1990-07-17;""b2"";"
3973,"1990-07-17;""b3"";"
3974,"1990-07-17;""t1"";"
3975,"1990-07-17;""t2"";"
3976,"1990-07-18;""b0"";"
3977,"1990-07-18;""b1"";"
3978,"1990-07-18;""b2"";"
3979,"1990-07-18;""b3"";"
3980,"1990-07-18;""t1"";"
3981,"1990-07-18;""t2"";"
3982,"1990-07-19;""b0"";"
3983,"1990-07-19;""b1"";"
3984,"1990-07-19;""b2"";"
3985,"1990-07-19;""b3"";"
3986,"1990-07-19;""t1"";"
3987,"1990-07-19;""t2"";"
3988,"1990-07-20;""b0"";"
3989,"1990-07-20;""b1"";"
3990,"1990-07-20;""b2"";"
3991,"1990-07-20;""b3"";"
3992,"1990-07-20;""t1"";"
3993,"1990-07-20;""t2"";"
3994,"1990-07-23;""b0"";""5.752"""
3995,"1990-07-23;""b1"";""2.406"""
3996,"1990-07-23;""b2"";""-4.237"""
3997,"1990-07-23;""b3"";""6.787"""
3998,"1990-07-23;""t1"";""0.913"""
3999,"1990-07-23;""t2"";""0.369"""
4000,"1990-07-24;""b0"";"
4001,"1990-07-24;""b1"";"
4002,"1990-07-24;""b2"";"
4003,"1990-07-24;""b3"";"
4004,"1990-07-24;""t1"";"
4005,"1990-07-24;""t2"";"
4006,"1990-07-25;""b0"";"
4007,"1990-07-25;""b1"";"
4008,"1990-07-25;""b2"";"
4009,"1990-07-25;""b3"";"
4010,"1990-07-25;""t1"";"
4011,"1990-07-25;""t2"";"
4012,"1990-07-26;""b0"";"
4013,"1990-07-26;""b1"";"
4014,"1990-07-26;""b2"";"
4015,"1990-07-26;""b3"";"
4016,"1990-07-26;""t1"";"
4017,"1990-07-26;""t2"";"
4018,"1990-07-27;""b0"";"
4019,"1990-07-27;""b1"";"
4020,"1990-07-27;""b2"";"
4021,"1990-07-27;""b3"";"
4022,"1990-07-27;""t1"";"
4023,"1990-07-27;""t2"";"
4024,"1990-07-30;""b0"";""6.148"""
4025,"1990-07-30;""b1"";""1.952"""
4026,"1990-07-30;""b2"";""-4.464"""
4027,"1990-07-30;""b3"";""4.552"""
4028,"1990-07-30;""t1"";""1.618"""
4029,"1990-07-30;""t2"";""0.358"""
4030,"1990-07-31;""b0"";""5.942"""
4031,"1990-07-31;""b1"";""2.273"""
4032,"1990-07-31;""b2"";""-6.762"""
4033,"1990-07-31;""b3"";""8.059"""
4034,"1990-07-31;""t1"";""0.969"""
4035,"1990-07-31;""t2"";""0.488"""
4036,"1990-08-01;""b0"";"
4037,"1990-08-01;""b1"";"
4038,"1990-08-01;""b2"";"
4039,"1990-08-01;""b3"";"
4040,"1990-08-01;""t1"";"
4041,"1990-08-01;""t2"";"
4042,"1990-08-02;""b0"";"
4043,"1990-08-02;""b1"";"
4044,"1990-08-02;""b2"";"
4045,"1990-08-02;""b3"";"
4046,"1990-08-02;""t1"";"
4047,"1990-08-02;""t2"";"
4048,"1990-08-03;""b0"";"
4049,"1990-08-03;""b1"";"
4050,"1990-08-03;""b2"";"
4051,"1990-08-03;""b3"";"
4052,"1990-08-03;""t1"";"
4053,"1990-08-03;""t2"";"
4054,"1990-08-06;""b0"";""5.905"""
4055,"1990-08-06;""b1"";""2.253"""
4056,"1990-08-06;""b2"";""-11.929"""
4057,"1990-08-06;""b3"";""14.649"""
4058,"1990-08-06;""t1"";""0.762"""
4059,"1990-08-06;""t2"";""0.502"""
4060,"1990-08-07;""b0"";"
4061,"1990-08-07;""b1"";"
4062,"1990-08-07;""b2"";"
4063,"1990-08-07;""b3"";"
4064,"1990-08-07;""t1"";"
4065,"1990-08-07;""t2"";"
4066,"1990-08-08;""b0"";"
4067,"1990-08-08;""b1"";"
4068,"1990-08-08;""b2"";"
4069,"1990-08-08;""b3"";"
4070,"1990-08-08;""t1"";"
4071,"1990-08-08;""t2"";"
4072,"1990-08-09;""b0"";"
4073,"1990-08-09;""b1"";"
4074,"1990-08-09;""b2"";"
4075,"1990-08-09;""b3"";"
4076,"1990-08-09;""t1"";"
4077,"1990-08-09;""t2"";"
4078,"1990-08-10;""b0"";"
4079,"1990-08-10;""b1"";"
4080,"1990-08-10;""b2"";"
4081,"1990-08-10;""b3"";"
4082,"1990-08-10;""t1"";"
4083,"1990-08-10;""t2"";"
4084,"1990-08-13;""b0"";""5.992"""
4085,"1990-08-13;""b1"";""1.936"""
4086,"1990-08-13;""b2"";""-12.946"""
4087,"1990-08-13;""b3"";""16.312"""
4088,"1990-08-13;""t1"";""0.768"""
4089,"1990-08-13;""t2"";""0.525"""
4090,"1990-08-14;""b0"";"
4091,"1990-08-14;""b1"";"
4092,"1990-08-14;""b2"";"
4093,"1990-08-14;""b3"";"
4094,"1990-08-14;""t1"";"
4095,"1990-08-14;""t2"";"
4096,"1990-08-15;""b0"";"
4097,"1990-08-15;""b1"";"
4098,"1990-08-15;""b2"";"
4099,"1990-08-15;""b3"";"
4100,"1990-08-15;""t1"";"
4101,"1990-08-15;""t2"";"
4102,"1990-08-16;""b0"";"
4103,"1990-08-16;""b1"";"
4104,"1990-08-16;""b2"";"
4105,"1990-08-16;""b3"";"
4106,"1990-08-16;""t1"";"
4107,"1990-08-16;""t2"";"
4108,"1990-08-17;""b0"";"
4109,"1990-08-17;""b1"";"
4110,"1990-08-17;""b2"";"
4111,"1990-08-17;""b3"";"
4112,"1990-08-17;""t1"";"
4113,"1990-08-17;""t2"";"
4114,"1990-08-20;""b0"";""6.21"""
4115,"1990-08-20;""b1"";""1.602"""
4116,"1990-08-20;""b2"";""-11.426"""
4117,"1990-08-20;""b3"";""14.049"""
4118,"1990-08-20;""t1"";""0.907"""
4119,"1990-08-20;""t2"";""0.579"""
4120,"1990-08-21;""b0"";"
4121,"1990-08-21;""b1"";"
4122,"1990-08-21;""b2"";"
4123,"1990-08-21;""b3"";"
4124,"1990-08-21;""t1"";"
4125,"1990-08-21;""t2"";"
4126,"1990-08-22;""b0"";"
4127,"1990-08-22;""b1"";"
4128,"1990-08-22;""b2"";"
4129,"1990-08-22;""b3"";"
4130,"1990-08-22;""t1"";"
4131,"1990-08-22;""t2"";"
4132,"1990-08-23;""b0"";"
4133,"1990-08-23;""b1"";"
4134,"1990-08-23;""b2"";"
4135,"1990-08-23;""b3"";"
4136,"1990-08-23;""t1"";"
4137,"1990-08-23;""t2"";"
4138,"1990-08-24;""b0"";"
4139,"1990-08-24;""b1"";"
4140,"1990-08-24;""b2"";"
4141,"1990-08-24;""b3"";"
4142,"1990-08-24;""t1"";"
4143,"1990-08-24;""t2"";"
4144,"1990-08-27;""b0"";""6.25"""
4145,"1990-08-27;""b1"";""-0.66"""
4146,"1990-08-27;""b2"";""-2.001"""
4147,"1990-08-27;""b3"";""9.762"""
4148,"1990-08-27;""t1"";""1.386"""
4149,"1990-08-27;""t2"";""0.383"""
4150,"1990-08-28;""b0"";"
4151,"1990-08-28;""b1"";"
4152,"1990-08-28;""b2"";"
4153,"1990-08-28;""b3"";"
4154,"1990-08-28;""t1"";"
4155,"1990-08-28;""t2"";"
4156,"1990-08-29;""b0"";"
4157,"1990-08-29;""b1"";"
4158,"1990-08-29;""b2"";"
4159,"1990-08-29;""b3"";"
4160,"1990-08-29;""t1"";"
4161,"1990-08-29;""t2"";"
4162,"1990-08-30;""b0"";"
4163,"1990-08-30;""b1"";"
4164,"1990-08-30;""b2"";"
4165,"1990-08-30;""b3"";"
4166,"1990-08-30;""t1"";"
4167,"1990-08-30;""t2"";"
4168,"1990-08-31;""b0"";""6.285"""
4169,"1990-08-31;""b1"";""0.598"""
4170,"1990-08-31;""b2"";""-2.54"""
4171,"1990-08-31;""b3"";""6.483"""
4172,"1990-08-31;""t1"";""1.383"""
4173,"1990-08-31;""t2"";""0.408"""
4174,"1990-09-03;""b0"";""6.368"""
4175,"1990-09-03;""b1"";""0.515"""
4176,"1990-09-03;""b2"";""-3.878"""
4177,"1990-09-03;""b3"";""7.806"""
4178,"1990-09-03;""t1"";""1.159"""
4179,"1990-09-03;""t2"";""0.426"""
4180,"1990-09-04;""b0"";"
4181,"1990-09-04;""b1"";"
4182,"1990-09-04;""b2"";"
4183,"1990-09-04;""b3"";"
4184,"1990-09-04;""t1"";"
4185,"1990-09-04;""t2"";"
4186,"1990-09-05;""b0"";"
4187,"1990-09-05;""b1"";"
4188,"1990-09-05;""b2"";"
4189,"1990-09-05;""b3"";"
4190,"1990-09-05;""t1"";"
4191,"1990-09-05;""t2"";"
4192,"1990-09-06;""b0"";"
4193,"1990-09-06;""b1"";"
4194,"1990-09-06;""b2"";"
4195,"1990-09-06;""b3"";"
4196,"1990-09-06;""t1"";"
4197,"1990-09-06;""t2"";"
4198,"1990-09-07;""b0"";"
4199,"1990-09-07;""b1"";"
4200,"1990-09-07;""b2"";"
4201,"1990-09-07;""b3"";"
4202,"1990-09-07;""t1"";"
4203,"1990-09-07;""t2"";"
4204,"1990-09-10;""b0"";""6.413"""
4205,"1990-09-10;""b1"";""0.703"""
4206,"1990-09-10;""b2"";""-4.053"""
4207,"1990-09-10;""b3"";""6.727"""
4208,"1990-09-10;""t1"";""1.166"""
4209,"1990-09-10;""t2"";""0.473"""
4210,"1990-09-11;""b0"";"
4211,"1990-09-11;""b1"";"
4212,"1990-09-11;""b2"";"
4213,"1990-09-11;""b3"";"
4214,"1990-09-11;""t1"";"
4215,"1990-09-11;""t2"";"
4216,"1990-09-12;""b0"";"
4217,"1990-09-12;""b1"";"
4218,"1990-09-12;""b2"";"
4219,"1990-09-12;""b3"";"
4220,"1990-09-12;""t1"";"
4221,"1990-09-12;""t2"";"
4222,"1990-09-13;""b0"";"
4223,"1990-09-13;""b1"";"
4224,"1990-09-13;""b2"";"
4225,"1990-09-13;""b3"";"
4226,"1990-09-13;""t1"";"
4227,"1990-09-13;""t2"";"
4228,"1990-09-14;""b0"";"
4229,"1990-09-14;""b1"";"
4230,"1990-09-14;""b2"";"
4231,"1990-09-14;""b3"";"
4232,"1990-09-14;""t1"";"
4233,"1990-09-14;""t2"";"
4234,"1990-09-17;""b0"";""6.511"""
4235,"1990-09-17;""b1"";""-0.684"""
4236,"1990-09-17;""b2"";""7.418"""
4237,"1990-09-17;""b3"";""-2.351"""
4238,"1990-09-17;""t1"";""0.355"""
4239,"1990-09-17;""t2"";""1.773"""
4240,"1990-09-18;""b0"";"
4241,"1990-09-18;""b1"";"
4242,"1990-09-18;""b2"";"
4243,"1990-09-18;""b3"";"
4244,"1990-09-18;""t1"";"
4245,"1990-09-18;""t2"";"
4246,"1990-09-19;""b0"";"
4247,"1990-09-19;""b1"";"
4248,"1990-09-19;""b2"";"
4249,"1990-09-19;""b3"";"
4250,"1990-09-19;""t1"";"
4251,"1990-09-19;""t2"";"
4252,"1990-09-20;""b0"";"
4253,"1990-09-20;""b1"";"
4254,"1990-09-20;""b2"";"
4255,"1990-09-20;""b3"";"
4256,"1990-09-20;""t1"";"
4257,"1990-09-20;""t2"";"
4258,"1990-09-21;""b0"";"
4259,"1990-09-21;""b1"";"
4260,"1990-09-21;""b2"";"
4261,"1990-09-21;""b3"";"
4262,"1990-09-21;""t1"";"
4263,"1990-09-21;""t2"";"
4264,"1990-09-24;""b0"";""6.291"""
4265,"1990-09-24;""b1"";""0.883"""
4266,"1990-09-24;""b2"";""-4.884"""
4267,"1990-09-24;""b3"";""7.705"""
4268,"1990-09-24;""t1"";""0.95"""
4269,"1990-09-24;""t2"";""0.535"""
4270,"1990-09-25;""b0"";"
4271,"1990-09-25;""b1"";"
4272,"1990-09-25;""b2"";"
4273,"1990-09-25;""b3"";"
4274,"1990-09-25;""t1"";"
4275,"1990-09-25;""t2"";"
4276,"1990-09-26;""b0"";"
4277,"1990-09-26;""b1"";"
4278,"1990-09-26;""b2"";"
4279,"1990-09-26;""b3"";"
4280,"1990-09-26;""t1"";"
4281,"1990-09-26;""t2"";"
4282,"1990-09-27;""b0"";"
4283,"1990-09-27;""b1"";"
4284,"1990-09-27;""b2"";"
4285,"1990-09-27;""b3"";"
4286,"1990-09-27;""t1"";"
4287,"1990-09-27;""t2"";"
4288,"1990-09-28;""b0"";""6.272"""
4289,"1990-09-28;""b1"";""0.727"""
4290,"1990-09-28;""b2"";""-4.498"""
4291,"1990-09-28;""b3"";""7.744"""
4292,"1990-09-28;""t1"";""0.793"""
4293,"1990-09-28;""t2"";""0.43"""
4294,"1990-10-01;""b0"";""6.29"""
4295,"1990-10-01;""b1"";""0.651"""
4296,"1990-10-01;""b2"";""-2.318"""
4297,"1990-10-01;""b3"";""5.271"""
4298,"1990-10-01;""t1"";""1.113"""
4299,"1990-10-01;""t2"";""0.37"""
4300,"1990-10-02;""b0"";"
4301,"1990-10-02;""b1"";"
4302,"1990-10-02;""b2"";"
4303,"1990-10-02;""b3"";"
4304,"1990-10-02;""t1"";"
4305,"1990-10-02;""t2"";"
4306,"1990-10-03;""b0"";"
4307,"1990-10-03;""b1"";"
4308,"1990-10-03;""b2"";"
4309,"1990-10-03;""b3"";"
4310,"1990-10-03;""t1"";"
4311,"1990-10-03;""t2"";"
4312,"1990-10-04;""b0"";"
4313,"1990-10-04;""b1"";"
4314,"1990-10-04;""b2"";"
4315,"1990-10-04;""b3"";"
4316,"1990-10-04;""t1"";"
4317,"1990-10-04;""t2"";"
4318,"1990-10-05;""b0"";"
4319,"1990-10-05;""b1"";"
4320,"1990-10-05;""b2"";"
4321,"1990-10-05;""b3"";"
4322,"1990-10-05;""t1"";"
4323,"1990-10-05;""t2"";"
4324,"1990-10-08;""b0"";""6.316"""
4325,"1990-10-08;""b1"";""0.45"""
4326,"1990-10-08;""b2"";""-1.4"""
4327,"1990-10-08;""b3"";""4.084"""
4328,"1990-10-08;""t1"";""1.913"""
4329,"1990-10-08;""t2"";""0.346"""
4330,"1990-10-09;""b0"";"
4331,"1990-10-09;""b1"";"
4332,"1990-10-09;""b2"";"
4333,"1990-10-09;""b3"";"
4334,"1990-10-09;""t1"";"
4335,"1990-10-09;""t2"";"
4336,"1990-10-10;""b0"";"
4337,"1990-10-10;""b1"";"
4338,"1990-10-10;""b2"";"
4339,"1990-10-10;""b3"";"
4340,"1990-10-10;""t1"";"
4341,"1990-10-10;""t2"";"
4342,"1990-10-11;""b0"";"
4343,"1990-10-11;""b1"";"
4344,"1990-10-11;""b2"";"
4345,"1990-10-11;""b3"";"
4346,"1990-10-11;""t1"";"
4347,"1990-10-11;""t2"";"
4348,"1990-10-12;""b0"";"
4349,"1990-10-12;""b1"";"
4350,"1990-10-12;""b2"";"
4351,"1990-10-12;""b3"";"
4352,"1990-10-12;""t1"";"
4353,"1990-10-12;""t2"";"
4354,"1990-10-15;""b0"";""6.252"""
4355,"1990-10-15;""b1"";""0.864"""
4356,"1990-10-15;""b2"";""-4.622"""
4357,"1990-10-15;""b3"";""7.612"""
4358,"1990-10-15;""t1"";""0.608"""
4359,"1990-10-15;""t2"";""0.384"""
4360,"1990-10-16;""b0"";"
4361,"1990-10-16;""b1"";"
4362,"1990-10-16;""b2"";"
4363,"1990-10-16;""b3"";"
4364,"1990-10-16;""t1"";"
4365,"1990-10-16;""t2"";"
4366,"1990-10-17;""b0"";"
4367,"1990-10-17;""b1"";"
4368,"1990-10-17;""b2"";"
4369,"1990-10-17;""b3"";"
4370,"1990-10-17;""t1"";"
4371,"1990-10-17;""t2"";"
4372,"1990-10-18;""b0"";"
4373,"1990-10-18;""b1"";"
4374,"1990-10-18;""b2"";"
4375,"1990-10-18;""b3"";"
4376,"1990-10-18;""t1"";"
4377,"1990-10-18;""t2"";"
4378,"1990-10-19;""b0"";"
4379,"1990-10-19;""b1"";"
4380,"1990-10-19;""b2"";"
4381,"1990-10-19;""b3"";"
4382,"1990-10-19;""t1"";"
4383,"1990-10-19;""t2"";"
4384,"1990-10-22;""b0"";""6.396"""
4385,"1990-10-22;""b1"";""0.836"""
4386,"1990-10-22;""b2"";""-3.318"""
4387,"1990-10-22;""b3"";""5.032"""
4388,"1990-10-22;""t1"";""1.035"""
4389,"1990-10-22;""t2"";""0.403"""
4390,"1990-10-23;""b0"";"
4391,"1990-10-23;""b1"";"
4392,"1990-10-23;""b2"";"
4393,"1990-10-23;""b3"";"
4394,"1990-10-23;""t1"";"
4395,"1990-10-23;""t2"";"
4396,"1990-10-24;""b0"";"
4397,"1990-10-24;""b1"";"
4398,"1990-10-24;""b2"";"
4399,"1990-10-24;""b3"";"
4400,"1990-10-24;""t1"";"
4401,"1990-10-24;""t2"";"
4402,"1990-10-25;""b0"";"
4403,"1990-10-25;""b1"";"
4404,"1990-10-25;""b2"";"
4405,"1990-10-25;""b3"";"
4406,"1990-10-25;""t1"";"
4407,"1990-10-25;""t2"";"
4408,"1990-10-26;""b0"";"
4409,"1990-10-26;""b1"";"
4410,"1990-10-26;""b2"";"
4411,"1990-10-26;""b3"";"
4412,"1990-10-26;""t1"";"
4413,"1990-10-26;""t2"";"
4414,"1990-10-29;""b0"";""6.257"""
4415,"1990-10-29;""b1"";""1.149"""
4416,"1990-10-29;""b2"";""-1.82"""
4417,"1990-10-29;""b3"";""3.371"""
4418,"1990-10-29;""t1"";""1.12"""
4419,"1990-10-29;""t2"";""0.322"""
4420,"1990-10-30;""b0"";"
4421,"1990-10-30;""b1"";"
4422,"1990-10-30;""b2"";"
4423,"1990-10-30;""b3"";"
4424,"1990-10-30;""t1"";"
4425,"1990-10-30;""t2"";"
4426,"1990-10-31;""b0"";""6.236"""
4427,"1990-10-31;""b1"";""1.113"""
4428,"1990-10-31;""b2"";""-3.262"""
4429,"1990-10-31;""b3"";""5.749"""
4430,"1990-10-31;""t1"";""0.745"""
4431,"1990-10-31;""t2"";""0.372"""
4432,"1990-11-01;""b0"";"
4433,"1990-11-01;""b1"";"
4434,"1990-11-01;""b2"";"
4435,"1990-11-01;""b3"";"
4436,"1990-11-01;""t1"";"
4437,"1990-11-01;""t2"";"
4438,"1990-11-02;""b0"";"
4439,"1990-11-02;""b1"";"
4440,"1990-11-02;""b2"";"
4441,"1990-11-02;""b3"";"
4442,"1990-11-02;""t1"";"
4443,"1990-11-02;""t2"";"
4444,"1990-11-05;""b0"";""6.39"""
4445,"1990-11-05;""b1"";""1.307"""
4446,"1990-11-05;""b2"";""-3.746"""
4447,"1990-11-05;""b3"";""4.981"""
4448,"1990-11-05;""t1"";""1.291"""
4449,"1990-11-05;""t2"";""0.472"""
4450,"1990-11-06;""b0"";"
4451,"1990-11-06;""b1"";"
4452,"1990-11-06;""b2"";"
4453,"1990-11-06;""b3"";"
4454,"1990-11-06;""t1"";"
4455,"1990-11-06;""t2"";"
4456,"1990-11-07;""b0"";"
4457,"1990-11-07;""b1"";"
4458,"1990-11-07;""b2"";"
4459,"1990-11-07;""b3"";"
4460,"1990-11-07;""t1"";"
4461,"1990-11-07;""t2"";"
4462,"1990-11-08;""b0"";"
4463,"1990-11-08;""b1"";"
4464,"1990-11-08;""b2"";"
4465,"1990-11-08;""b3"";"
4466,"1990-11-08;""t1"";"
4467,"1990-11-08;""t2"";"
4468,"1990-11-09;""b0"";"
4469,"1990-11-09;""b1"";"
4470,"1990-11-09;""b2"";"
4471,"1990-11-09;""b3"";"
4472,"1990-11-09;""t1"";"
4473,"1990-11-09;""t2"";"
4474,"1990-11-12;""b0"";""6.462"""
4475,"1990-11-12;""b1"";""0.479"""
4476,"1990-11-12;""b2"";""-4.298"""
4477,"1990-11-12;""b3"";""7.265"""
4478,"1990-11-12;""t1"";""1.17"""
4479,"1990-11-12;""t2"";""0.467"""
4480,"1990-11-13;""b0"";"
4481,"1990-11-13;""b1"";"
4482,"1990-11-13;""b2"";"
