ID,"CubeId;""rendopar"""
1,"PublishingDate;""2018-04-03 14:30"""
2,
3,"Date;""d0"";""Value"""
27867,"2005-10-20;""t2"";""3.807"""
27868,"2005-10-21;""b0"";""5.421"""
27869,"2005-10-21;""b1"";""-4.843"""
27870,"2005-10-21;""b2"";""-0.403"""
27871,"2005-10-21;""b3"";""2.687"""
27872,"2005-10-21;""t1"";""31.893"""
27873,"2005-10-21;""t2"";""3.233"""
27874,"2005-10-24;""b0"";""3.869"""
27875,"2005-10-24;""b1"";""-3.271"""
27876,"2005-10-24;""b2"";""-0.216"""
27877,"2005-10-24;""b3"";""2.3"""
27878,"2005-10-24;""t1"";""16.853"""
27879,"2005-10-24;""t2"";""2.816"""
27880,"2005-10-25;""b0"";""3.573"""
27881,"2005-10-25;""b1"";""-2.975"""
27882,"2005-10-25;""b2"";""-0.017"""
27883,"2005-10-25;""b3"";""2.209"""
27884,"2005-10-25;""t1"";""14.351"""
27885,"2005-10-25;""t2"";""2.655"""
27886,"2005-10-26;""b0"";""2.966"""
27887,"2005-10-26;""b1"";""-2.367"""
27888,"2005-10-26;""b2"";""0"""
27889,"2005-10-26;""b3"";""1.826"""
27890,"2005-10-26;""t1"";""7.086"""
27891,"2005-10-26;""t2"";""1.875"""
27892,"2005-10-27;""b0"";""4.23"""
27893,"2005-10-27;""b1"";""-3.652"""
27894,"2005-10-27;""b2"";""-0.162"""
27895,"2005-10-27;""b3"";""2.816"""
27896,"2005-10-27;""t1"";""20.362"""
27897,"2005-10-27;""t2"";""3.023"""
27898,"2005-10-28;""b0"";""4.804"""
27899,"2005-10-28;""b1"";""-4.176"""
27900,"2005-10-28;""b2"";""-2.513"""
27901,"2005-10-28;""b3"";""3.228"""
27902,"2005-10-28;""t1"";""16.157"""
27903,"2005-10-28;""t2"";""3.6"""
27904,"2005-10-31;""b0"";""4.521"""
27905,"2005-10-31;""b1"";""-3.913"""
27906,"2005-10-31;""b2"";""-1.256"""
27907,"2005-10-31;""b3"";""3.143"""
27908,"2005-10-31;""t1"";""19.078"""
27909,"2005-10-31;""t2"";""3.285"""
27910,"2005-11-01;""b0"";""2.813"""
27911,"2005-11-01;""b1"";""-2.205"""
27912,"2005-11-01;""b2"";""0.057"""
27913,"2005-11-01;""b3"";""1.714"""
27914,"2005-11-01;""t1"";""5.439"""
27915,"2005-11-01;""t2"";""1.583"""
27916,"2005-11-02;""b0"";""2.877"""
27917,"2005-11-02;""b1"";""-2.278"""
27918,"2005-11-02;""b2"";""0.036"""
27919,"2005-11-02;""b3"";""1.965"""
27920,"2005-11-02;""t1"";""5.904"""
27921,"2005-11-02;""t2"";""1.721"""
27922,"2005-11-03;""b0"";""2.798"""
27923,"2005-11-03;""b1"";""-2.2"""
27924,"2005-11-03;""b2"";""0.016"""
27925,"2005-11-03;""b3"";""1.911"""
27926,"2005-11-03;""t1"";""4.8"""
27927,"2005-11-03;""t2"";""1.472"""
27928,"2005-11-04;""b0"";""2.924"""
27929,"2005-11-04;""b1"";""-2.316"""
27930,"2005-11-04;""b2"";""-0.036"""
27931,"2005-11-04;""b3"";""2.019"""
27932,"2005-11-04;""t1"";""4.753"""
27933,"2005-11-04;""t2"";""1.323"""
27934,"2005-11-07;""b0"";""3.191"""
27935,"2005-11-07;""b1"";""-2.583"""
27936,"2005-11-07;""b2"";""-0.012"""
27937,"2005-11-07;""b3"";""2.473"""
27938,"2005-11-07;""t1"";""7.049"""
27939,"2005-11-07;""t2"";""1.634"""
27940,"2005-11-08;""b0"";""3.08"""
27941,"2005-11-08;""b1"";""-2.482"""
27942,"2005-11-08;""b2"";""-0.002"""
27943,"2005-11-08;""b3"";""2.285"""
27944,"2005-11-08;""t1"";""5.773"""
27945,"2005-11-08;""t2"";""1.339"""
27946,"2005-11-09;""b0"";""2.975"""
27947,"2005-11-09;""b1"";""-2.397"""
27948,"2005-11-09;""b2"";""-1.581"""
27949,"2005-11-09;""b3"";""2.666"""
27950,"2005-11-09;""t1"";""3.218"""
27951,"2005-11-09;""t2"";""1.429"""
27952,"2005-11-10;""b0"";""2.997"""
27953,"2005-11-10;""b1"";""-2.419"""
27954,"2005-11-10;""b2"";""0.04"""
27955,"2005-11-10;""b3"";""2.035"""
27956,"2005-11-10;""t1"";""4.768"""
27957,"2005-11-10;""t2"";""1.253"""
27958,"2005-11-11;""b0"";""3"""
27959,"2005-11-11;""b1"";""-2.472"""
27960,"2005-11-11;""b2"";""0.001"""
27961,"2005-11-11;""b3"";""2.003"""
27962,"2005-11-11;""t1"";""4.446"""
27963,"2005-11-11;""t2"";""1.144"""
27964,"2005-11-14;""b0"";""2.97"""
27965,"2005-11-14;""b1"";""-2.441"""
27966,"2005-11-14;""b2"";""0.051"""
27967,"2005-11-14;""b3"";""1.958"""
27968,"2005-11-14;""t1"";""4.56"""
27969,"2005-11-14;""t2"";""1.106"""
27970,"2005-11-15;""b0"";""2.991"""
27971,"2005-11-15;""b1"";""-2.413"""
27972,"2005-11-15;""b2"";""0"""
27973,"2005-11-15;""b3"";""1.942"""
27974,"2005-11-15;""t1"";""4.55"""
27975,"2005-11-15;""t2"";""1.145"""
27976,"2005-11-16;""b0"";""3.045"""
27977,"2005-11-16;""b1"";""-2.447"""
27978,"2005-11-16;""b2"";""0.02"""
27979,"2005-11-16;""b3"";""1.974"""
27980,"2005-11-16;""t1"";""5.258"""
27981,"2005-11-16;""t2"";""1.274"""
27982,"2005-11-17;""b0"";""2.942"""
27983,"2005-11-17;""b1"";""-2.314"""
27984,"2005-11-17;""b2"";""-1.872"""
27985,"2005-11-17;""b3"";""2.568"""
27986,"2005-11-17;""t1"";""2.98"""
27987,"2005-11-17;""t2"";""1.457"""
27988,"2005-11-18;""b0"";""3.042"""
27989,"2005-11-18;""b1"";""-2.434"""
27990,"2005-11-18;""b2"";""0.003"""
27991,"2005-11-18;""b3"";""2.062"""
27992,"2005-11-18;""t1"";""5.753"""
27993,"2005-11-18;""t2"";""1.311"""
27994,"2005-11-21;""b0"";""2.999"""
27995,"2005-11-21;""b1"";""-2.4"""
27996,"2005-11-21;""b2"";""0.013"""
27997,"2005-11-21;""b3"";""1.962"""
27998,"2005-11-21;""t1"";""4.573"""
27999,"2005-11-21;""t2"";""1.071"""
28000,"2005-11-22;""b0"";""2.937"""
28001,"2005-11-22;""b1"";""-2.359"""
28002,"2005-11-22;""b2"";""-1.946"""
28003,"2005-11-22;""b3"";""2.825"""
28004,"2005-11-22;""t1"";""2.755"""
28005,"2005-11-22;""t2"";""1.394"""
28006,"2005-11-23;""b0"";""2.965"""
28007,"2005-11-23;""b1"";""-2.367"""
28008,"2005-11-23;""b2"";""0.001"""
28009,"2005-11-23;""b3"";""1.929"""
28010,"2005-11-23;""t1"";""4.726"""
28011,"2005-11-23;""t2"";""1.157"""
28012,"2005-11-24;""b0"";""2.913"""
28013,"2005-11-24;""b1"";""-2.335"""
28014,"2005-11-24;""b2"";""-2.357"""
28015,"2005-11-24;""b3"";""2.859"""
28016,"2005-11-24;""t1"";""2.398"""
28017,"2005-11-24;""t2"";""1.296"""
28018,"2005-11-25;""b0"";""2.944"""
28019,"2005-11-25;""b1"";""-2.365"""
28020,"2005-11-25;""b2"";""0.012"""
28021,"2005-11-25;""b3"";""2.044"""
28022,"2005-11-25;""t1"";""4.944"""
28023,"2005-11-25;""t2"";""1.16"""
28024,"2005-11-28;""b0"";""2.923"""
28025,"2005-11-28;""b1"";""-2.294"""
28026,"2005-11-28;""b2"";""-0.005"""
28027,"2005-11-28;""b3"";""1.942"""
28028,"2005-11-28;""t1"";""4.555"""
28029,"2005-11-28;""t2"";""1.122"""
28030,"2005-11-29;""b0"";""3.009"""
28031,"2005-11-29;""b1"";""-2.332"""
28032,"2005-11-29;""b2"";""0.004"""
28033,"2005-11-29;""b3"";""2.124"""
28034,"2005-11-29;""t1"";""6.065"""
28035,"2005-11-29;""t2"";""1.429"""
28036,"2005-11-30;""b0"";""2.92"""
28037,"2005-11-30;""b1"";""-2.292"""
28038,"2005-11-30;""b2"";""0.002"""
28039,"2005-11-30;""b3"";""2.072"""
28040,"2005-11-30;""t1"";""5.077"""
28041,"2005-11-30;""t2"";""1.165"""
28042,"2005-12-01;""b0"";""3.066"""
28043,"2005-12-01;""b1"";""-2.458"""
28044,"2005-12-01;""b2"";""-0.006"""
28045,"2005-12-01;""b3"";""2.663"""
28046,"2005-12-01;""t1"";""6.797"""
28047,"2005-12-01;""t2"";""1.352"""
28048,"2005-12-02;""b0"";""3.034"""
28049,"2005-12-02;""b1"";""-2.307"""
28050,"2005-12-02;""b2"";""-0.003"""
28051,"2005-12-02;""b3"";""2.073"""
28052,"2005-12-02;""t1"";""6.53"""
28053,"2005-12-02;""t2"";""1.361"""
28054,"2005-12-05;""b0"";""2.837"""
28055,"2005-12-05;""b1"";""-2.16"""
28056,"2005-12-05;""b2"";""-0.032"""
28057,"2005-12-05;""b3"";""2.104"""
28058,"2005-12-05;""t1"";""4.639"""
28059,"2005-12-05;""t2"";""1.058"""
28060,"2005-12-06;""b0"";""2.972"""
28061,"2005-12-06;""b1"";""-2.363"""
28062,"2005-12-06;""b2"";""0"""
28063,"2005-12-06;""b3"";""2.355"""
28064,"2005-12-06;""t1"";""5.698"""
28065,"2005-12-06;""t2"";""1.212"""
28066,"2005-12-07;""b0"";""2.839"""
28067,"2005-12-07;""b1"";""-2.311"""
28068,"2005-12-07;""b2"";""-0.022"""
28069,"2005-12-07;""b3"";""2.438"""
28070,"2005-12-07;""t1"";""4.686"""
28071,"2005-12-07;""t2"";""1.027"""
28072,"2005-12-08;""b0"";""2.695"""
28073,"2005-12-08;""b1"";""-2.246"""
28074,"2005-12-08;""b2"";""0.002"""
28075,"2005-12-08;""b3"";""2.292"""
28076,"2005-12-08;""t1"";""3.51"""
28077,"2005-12-08;""t2"";""0.784"""
28078,"2005-12-09;""b0"";""2.682"""
28079,"2005-12-09;""b1"";""-2.203"""
28080,"2005-12-09;""b2"";""-0.015"""
28081,"2005-12-09;""b3"";""2.297"""
28082,"2005-12-09;""t1"";""3.826"""
28083,"2005-12-09;""t2"";""0.932"""
28084,"2005-12-12;""b0"";""2.708"""
28085,"2005-12-12;""b1"";""-2.13"""
28086,"2005-12-12;""b2"";""-0.003"""
28087,"2005-12-12;""b3"";""2.196"""
28088,"2005-12-12;""t1"";""4.477"""
28089,"2005-12-12;""t2"";""1.119"""
28090,"2005-12-13;""b0"";""2.676"""
28091,"2005-12-13;""b1"";""-2.068"""
28092,"2005-12-13;""b2"";""-0.119"""
28093,"2005-12-13;""b3"";""2.182"""
28094,"2005-12-13;""t1"";""4.051"""
28095,"2005-12-13;""t2"";""0.978"""
28096,"2005-12-14;""b0"";""2.452"""
28097,"2005-12-14;""b1"";""-1.924"""
28098,"2005-12-14;""b2"";""-2.37"""
28099,"2005-12-14;""b3"";""2.564"""
28100,"2005-12-14;""t1"";""1.077"""
28101,"2005-12-14;""t2"";""0.534"""
28102,"2005-12-15;""b0"";""2.76"""
28103,"2005-12-15;""b1"";""-2.132"""
28104,"2005-12-15;""b2"";""-0.004"""
28105,"2005-12-15;""b3"";""1.946"""
28106,"2005-12-15;""t1"";""4.584"""
28107,"2005-12-15;""t2"";""1.127"""
28108,"2005-12-16;""b0"";""2.541"""
28109,"2005-12-16;""b1"";""-2.331"""
28110,"2005-12-16;""b2"";""0.029"""
28111,"2005-12-16;""b3"";""2.102"""
28112,"2005-12-16;""t1"";""2.094"""
28113,"2005-12-16;""t2"";""0.47"""
28114,"2005-12-19;""b0"";""2.849"""
28115,"2005-12-19;""b1"";""-2.34"""
28116,"2005-12-19;""b2"";""-0.02"""
28117,"2005-12-19;""b3"";""2.516"""
28118,"2005-12-19;""t1"";""5.484"""
28119,"2005-12-19;""t2"";""1.272"""
28120,"2005-12-20;""b0"";""2.609"""
28121,"2005-12-20;""b1"";""-2.05"""
28122,"2005-12-20;""b2"";""-2.502"""
28123,"2005-12-20;""b3"";""3.47"""
28124,"2005-12-20;""t1"";""2.095"""
28125,"2005-12-20;""t2"";""1.2"""
28126,"2005-12-21;""b0"";""2.692"""
28127,"2005-12-21;""b1"";""-2.034"""
28128,"2005-12-21;""b2"";""-1.62"""
28129,"2005-12-21;""b3"";""2.551"""
28130,"2005-12-21;""t1"";""2.99"""
28131,"2005-12-21;""t2"";""1.569"""
28132,"2005-12-22;""b0"";""2.832"""
28133,"2005-12-22;""b1"";""-2.224"""
28134,"2005-12-22;""b2"";""-0.095"""
28135,"2005-12-22;""b3"";""2.388"""
28136,"2005-12-22;""t1"";""6.077"""
28137,"2005-12-22;""t2"";""1.487"""
28138,"2005-12-23;""b0"";""2.847"""
28139,"2005-12-23;""b1"";""-2.248"""
28140,"2005-12-23;""b2"";""-0.028"""
28141,"2005-12-23;""b3"";""2.519"""
28142,"2005-12-23;""t1"";""6.495"""
28143,"2005-12-23;""t2"";""1.501"""
28144,"2005-12-26;""b0"";"
28145,"2005-12-26;""b1"";"
28146,"2005-12-26;""b2"";"
28147,"2005-12-26;""b3"";"
28148,"2005-12-26;""t1"";"
28149,"2005-12-26;""t2"";"
28150,"2005-12-27;""b0"";""2.797"""
28151,"2005-12-27;""b1"";""-2.189"""
28152,"2005-12-27;""b2"";""-0.064"""
28153,"2005-12-27;""b3"";""2.389"""
28154,"2005-12-27;""t1"";""5.985"""
28155,"2005-12-27;""t2"";""1.42"""
28156,"2005-12-28;""b0"";""2.972"""
28157,"2005-12-28;""b1"";""-2.433"""
28158,"2005-12-28;""b2"";""0.009"""
28159,"2005-12-28;""b3"";""2.59"""
28160,"2005-12-28;""t1"";""8.007"""
28161,"2005-12-28;""t2"";""1.649"""
28162,"2005-12-29;""b0"";""3.028"""
28163,"2005-12-29;""b1"";""-2.499"""
28164,"2005-12-29;""b2"";""-0.057"""
28165,"2005-12-29;""b3"";""2.631"""
28166,"2005-12-29;""t1"";""8.425"""
28167,"2005-12-29;""t2"";""1.555"""
28168,"2005-12-30;""b0"";""3.359"""
28169,"2005-12-30;""b1"";""-2.73"""
28170,"2005-12-30;""b2"";""-0.133"""
28171,"2005-12-30;""b3"";""2.389"""
28172,"2005-12-30;""t1"";""10.565"""
28173,"2005-12-30;""t2"";""1.625"""
28174,"2006-01-02;""b0"";"
28175,"2006-01-02;""b1"";"
28176,"2006-01-02;""b2"";"
28177,"2006-01-02;""b3"";"
28178,"2006-01-02;""t1"";"
28179,"2006-01-02;""t2"";"
28180,"2006-01-03;""b0"";""3.63"""
28181,"2006-01-03;""b1"";""-2.972"""
28182,"2006-01-03;""b2"";""-0.409"""
28183,"2006-01-03;""b3"";""2.588"""
28184,"2006-01-03;""t1"";""13.18"""
28185,"2006-01-03;""t2"";""2.007"""
28186,"2006-01-04;""b0"";""3.453"""
28187,"2006-01-04;""b1"";""-2.766"""
28188,"2006-01-04;""b2"";""0.016"""
28189,"2006-01-04;""b3"";""2.679"""
28190,"2006-01-04;""t1"";""13.872"""
28191,"2006-01-04;""t2"";""1.953"""
28192,"2006-01-05;""b0"";""3.227"""
28193,"2006-01-05;""b1"";""-2.519"""
28194,"2006-01-05;""b2"";""0.066"""
28195,"2006-01-05;""b3"";""2.495"""
28196,"2006-01-05;""t1"";""11.107"""
28197,"2006-01-05;""t2"";""1.767"""
28198,"2006-01-06;""b0"";""4.063"""
28199,"2006-01-06;""b1"";""-3.316"""
28200,"2006-01-06;""b2"";""-0.044"""
28201,"2006-01-06;""b3"";""2.641"""
28202,"2006-01-06;""t1"";""19.376"""
28203,"2006-01-06;""t2"";""2.316"""
28204,"2006-01-09;""b0"";""6.579"""
28205,"2006-01-09;""b1"";""-5.812"""
28206,"2006-01-09;""b2"";""8.665"""
28207,"2006-01-09;""b3"";""2.921"""
28208,"2006-01-09;""t1"";""123.001"""
28209,"2006-01-09;""t2"";""2.662"""
28210,"2006-01-10;""b0"";""3.531"""
28211,"2006-01-10;""b1"";""-2.854"""
28212,"2006-01-10;""b2"";""0"""
28213,"2006-01-10;""b3"";""2.498"""
28214,"2006-01-10;""t1"";""12.895"""
28215,"2006-01-10;""t2"";""1.909"""
28216,"2006-01-11;""b0"";""3.154"""
28217,"2006-01-11;""b1"";""-2.636"""
28218,"2006-01-11;""b2"";""0.046"""
28219,"2006-01-11;""b3"";""2.915"""
28220,"2006-01-11;""t1"";""9.81"""
28221,"2006-01-11;""t2"";""1.763"""
28222,"2006-01-12;""b0"";""3.121"""
28223,"2006-01-12;""b1"";""-2.523"""
28224,"2006-01-12;""b2"";""0.481"""
28225,"2006-01-12;""b3"";""2.742"""
28226,"2006-01-12;""t1"";""11.096"""
28227,"2006-01-12;""t2"";""1.579"""
28228,"2006-01-13;""b0"";""3.148"""
28229,"2006-01-13;""b1"";""-2.53"""
28230,"2006-01-13;""b2"";""-0.03"""
28231,"2006-01-13;""b3"";""2.654"""
28232,"2006-01-13;""t1"";""9.779"""
28233,"2006-01-13;""t2"";""1.713"""
28234,"2006-01-16;""b0"";""2.929"""
28235,"2006-01-16;""b1"";""-2.311"""
28236,"2006-01-16;""b2"";""0.056"""
28237,"2006-01-16;""b3"";""2.422"""
28238,"2006-01-16;""t1"";""7.793"""
28239,"2006-01-16;""t2"";""1.541"""
28240,"2006-01-17;""b0"";""2.916"""
28241,"2006-01-17;""b1"";""-2.318"""
28242,"2006-01-17;""b2"";""0.004"""
28243,"2006-01-17;""b3"";""2.349"""
28244,"2006-01-17;""t1"";""7.144"""
28245,"2006-01-17;""t2"";""1.405"""
28246,"2006-01-18;""b0"";""3.454"""
28247,"2006-01-18;""b1"";""-2.736"""
28248,"2006-01-18;""b2"";""-0.002"""
28249,"2006-01-18;""b3"";""2.376"""
28250,"2006-01-18;""t1"";""13.904"""
28251,"2006-01-18;""t2"";""1.923"""
28252,"2006-01-19;""b0"";""3.293"""
28253,"2006-01-19;""b1"";""-2.566"""
28254,"2006-01-19;""b2"";""0.004"""
28255,"2006-01-19;""b3"";""2.305"""
28256,"2006-01-19;""t1"";""12.038"""
28257,"2006-01-19;""t2"";""1.855"""
28258,"2006-01-20;""b0"";""3.129"""
28259,"2006-01-20;""b1"";""-2.421"""
28260,"2006-01-20;""b2"";""-0.04"""
28261,"2006-01-20;""b3"";""2.158"""
28262,"2006-01-20;""t1"";""9.276"""
28263,"2006-01-20;""t2"";""1.675"""
28264,"2006-01-23;""b0"";""3.025"""
28265,"2006-01-23;""b1"";""-2.338"""
28266,"2006-01-23;""b2"";""-0.016"""
28267,"2006-01-23;""b3"";""2.259"""
28268,"2006-01-23;""t1"";""8.722"""
28269,"2006-01-23;""t2"";""1.71"""
28270,"2006-01-24;""b0"";""3.383"""
28271,"2006-01-24;""b1"";""-2.685"""
28272,"2006-01-24;""b2"";""-0.001"""
28273,"2006-01-24;""b3"";""2.579"""
28274,"2006-01-24;""t1"";""12.203"""
28275,"2006-01-24;""t2"";""1.985"""
28276,"2006-01-25;""b0"";""3.213"""
28277,"2006-01-25;""b1"";""-2.496"""
28278,"2006-01-25;""b2"";""-0.205"""
28279,"2006-01-25;""b3"";""2.428"""
28280,"2006-01-25;""t1"";""9.657"""
28281,"2006-01-25;""t2"";""2.039"""
28282,"2006-01-26;""b0"";""3.247"""
28283,"2006-01-26;""b1"";""-2.51"""
28284,"2006-01-26;""b2"";""-0.024"""
28285,"2006-01-26;""b3"";""2.409"""
28286,"2006-01-26;""t1"";""10.621"""
28287,"2006-01-26;""t2"";""2.118"""
28288,"2006-01-27;""b0"";""3.292"""
28289,"2006-01-27;""b1"";""-2.564"""
28290,"2006-01-27;""b2"";""0.005"""
28291,"2006-01-27;""b3"";""2.483"""
28292,"2006-01-27;""t1"";""11.385"""
28293,"2006-01-27;""t2"";""2.291"""
28294,"2006-01-30;""b0"";""3.286"""
28295,"2006-01-30;""b1"";""-2.519"""
28296,"2006-01-30;""b2"";""-0.015"""
28297,"2006-01-30;""b3"";""2.334"""
28298,"2006-01-30;""t1"";""11.338"""
28299,"2006-01-30;""t2"";""2.556"""
28300,"2006-01-31;""b0"";""3.09"""
28301,"2006-01-31;""b1"";""-2.343"""
28302,"2006-01-31;""b2"";""0.017"""
28303,"2006-01-31;""b3"";""2.142"""
28304,"2006-01-31;""t1"";""8.237"""
28305,"2006-01-31;""t2"";""1.891"""
28306,"2006-02-01;""b0"";""2.87"""
28307,"2006-02-01;""b1"";""-2.122"""
28308,"2006-02-01;""b2"";""0.035"""
28309,"2006-02-01;""b3"";""1.931"""
28310,"2006-02-01;""t1"";""6.278"""
28311,"2006-02-01;""t2"";""1.755"""
28312,"2006-02-02;""b0"";""2.927"""
28313,"2006-02-02;""b1"";""-2.18"""
28314,"2006-02-02;""b2"";""-0.004"""
28315,"2006-02-02;""b3"";""1.973"""
28316,"2006-02-02;""t1"";""6.084"""
28317,"2006-02-02;""t2"";""1.708"""
28318,"2006-02-03;""b0"";""2.839"""
28319,"2006-02-03;""b1"";""-2.092"""
28320,"2006-02-03;""b2"";""0.011"""
28321,"2006-02-03;""b3"";""1.845"""
28322,"2006-02-03;""t1"";""5.363"""
28323,"2006-02-03;""t2"";""1.449"""
28324,"2006-02-06;""b0"";""2.704"""
28325,"2006-02-06;""b1"";""-1.957"""
28326,"2006-02-06;""b2"";""0.039"""
28327,"2006-02-06;""b3"";""1.597"""
28328,"2006-02-06;""t1"";""4.433"""
28329,"2006-02-06;""t2"";""1.433"""
28330,"2006-02-07;""b0"";""3.549"""
28331,"2006-02-07;""b1"";""-2.782"""
28332,"2006-02-07;""b2"";""-2.057"""
28333,"2006-02-07;""b3"";""3.05"""
28334,"2006-02-07;""t1"";""8.06"""
28335,"2006-02-07;""t2"";""2.767"""
28336,"2006-02-08;""b0"";""3.175"""
28337,"2006-02-08;""b1"";""-2.388"""
28338,"2006-02-08;""b2"";""-0.171"""
28339,"2006-02-08;""b3"";""2.299"""
28340,"2006-02-08;""t1"";""9.42"""
28341,"2006-02-08;""t2"";""2.331"""
28342,"2006-02-09;""b0"";""2.768"""
28343,"2006-02-09;""b1"";""-2"""
28344,"2006-02-09;""b2"";""0.026"""
28345,"2006-02-09;""b3"";""1.531"""
28346,"2006-02-09;""t1"";""4.473"""
28347,"2006-02-09;""t2"";""1.282"""
28348,"2006-02-10;""b0"";""2.64"""
28349,"2006-02-10;""b1"";""-1.873"""
28350,"2006-02-10;""b2"";""-3.043"""
28351,"2006-02-10;""b3"";""3.222"""
28352,"2006-02-10;""t1"";""1.961"""
28353,"2006-02-10;""t2"";""1.393"""
28354,"2006-02-13;""b0"";""2.821"""
28355,"2006-02-13;""b1"";""-2.054"""
28356,"2006-02-13;""b2"";""-0.001"""
28357,"2006-02-13;""b3"";""1.748"""
28358,"2006-02-13;""t1"";""5.372"""
28359,"2006-02-13;""t2"";""1.523"""
28360,"2006-02-14;""b0"";""2.673"""
28361,"2006-02-14;""b1"";""-1.896"""
28362,"2006-02-14;""b2"";""-2.038"""
28363,"2006-02-14;""b3"";""2.357"""
28364,"2006-02-14;""t1"";""2.284"""
28365,"2006-02-14;""t2"";""1.464"""
28366,"2006-02-15;""b0"";""2.63"""
28367,"2006-02-15;""b1"";""-1.853"""
28368,"2006-02-15;""b2"";""-1.116"""
28369,"2006-02-15;""b3"";""1.438"""
28370,"2006-02-15;""t1"";""2.166"""
28371,"2006-02-15;""t2"";""1.136"""
28372,"2006-02-16;""b0"";""2.635"""
28373,"2006-02-16;""b1"";""-1.838"""
28374,"2006-02-16;""b2"";""-1.015"""
28375,"2006-02-16;""b3"";""1.407"""
28376,"2006-02-16;""t1"";""2.203"""
28377,"2006-02-16;""t2"";""1.118"""
28378,"2006-02-17;""b0"";""2.622"""
28379,"2006-02-17;""b1"";""-1.776"""
28380,"2006-02-17;""b2"";""-1.006"""
28381,"2006-02-17;""b3"";""1.292"""
28382,"2006-02-17;""t1"";""2.262"""
28383,"2006-02-17;""t2"";""1.183"""
28384,"2006-02-20;""b0"";""2.626"""
28385,"2006-02-20;""b1"";""-1.779"""
28386,"2006-02-20;""b2"";""0.009"""
28387,"2006-02-20;""b3"";""0.769"""
28388,"2006-02-20;""t1"";""3.114"""
28389,"2006-02-20;""t2"";""0.703"""
28390,"2006-02-21;""b0"";""2.554"""
28391,"2006-02-21;""b1"";""-1.708"""
28392,"2006-02-21;""b2"";""0.002"""
28393,"2006-02-21;""b3"";""0.795"""
28394,"2006-02-21;""t1"";""2.944"""
28395,"2006-02-21;""t2"";""0.824"""
28396,"2006-02-22;""b0"";""2.583"""
28397,"2006-02-22;""b1"";""-1.776"""
28398,"2006-02-22;""b2"";""-0.012"""
28399,"2006-02-22;""b3"";""0.809"""
28400,"2006-02-22;""t1"";""2.627"""
28401,"2006-02-22;""t2"";""0.636"""
28402,"2006-02-23;""b0"";""2.584"""
28403,"2006-02-23;""b1"";""-1.798"""
28404,"2006-02-23;""b2"";""0.001"""
28405,"2006-02-23;""b3"";""0.997"""
28406,"2006-02-23;""t1"";""2.811"""
28407,"2006-02-23;""t2"";""0.691"""
28408,"2006-02-24;""b0"";""2.603"""
28409,"2006-02-24;""b1"";""-1.757"""
28410,"2006-02-24;""b2"";""0.348"""
28411,"2006-02-24;""b3"";""0.892"""
28412,"2006-02-24;""t1"";""3.41"""
28413,"2006-02-24;""t2"";""0.728"""
28414,"2006-02-27;""b0"";""2.583"""
28415,"2006-02-27;""b1"";""-1.678"""
28416,"2006-02-27;""b2"";""0.032"""
28417,"2006-02-27;""b3"";""0.729"""
28418,"2006-02-27;""t1"";""2.49"""
28419,"2006-02-27;""t2"";""0.767"""
28420,"2006-02-28;""b0"";""2.667"""
28421,"2006-02-28;""b1"";""-1.762"""
28422,"2006-02-28;""b2"";""-0.001"""
28423,"2006-02-28;""b3"";""1.08"""
28424,"2006-02-28;""t1"";""3.127"""
28425,"2006-02-28;""t2"";""0.816"""
28426,"2006-03-01;""b0"";""2.602"""
28427,"2006-03-01;""b1"";""-1.656"""
28428,"2006-03-01;""b2"";""-0.357"""
28429,"2006-03-01;""b3"";""1.03"""
28430,"2006-03-01;""t1"";""2.471"""
28431,"2006-03-01;""t2"";""0.929"""
28432,"2006-03-02;""b0"";""2.634"""
28433,"2006-03-02;""b1"";""-1.837"""
28434,"2006-03-02;""b2"";""-0.017"""
28435,"2006-03-02;""b3"";""1.268"""
28436,"2006-03-02;""t1"";""2.763"""
28437,"2006-03-02;""t2"";""0.747"""
28438,"2006-03-03;""b0"";""2.612"""
28439,"2006-03-03;""b1"";""-1.885"""
28440,"2006-03-03;""b2"";""-0.006"""
28441,"2006-03-03;""b3"";""1.52"""
28442,"2006-03-03;""t1"";""2.37"""
28443,"2006-03-03;""t2"";""0.601"""
28444,"2006-03-06;""b0"";""2.605"""
28445,"2006-03-06;""b1"";""-1.838"""
28446,"2006-03-06;""b2"";""-1.433"""
28447,"2006-03-06;""b3"";""1.792"""
28448,"2006-03-06;""t1"";""1.334"""
28449,"2006-03-06;""t2"";""0.694"""
28450,"2006-03-07;""b0"";""2.633"""
28451,"2006-03-07;""b1"";""-1.846"""
28452,"2006-03-07;""b2"";""0.004"""
28453,"2006-03-07;""b3"";""1.326"""
28454,"2006-03-07;""t1"";""2.471"""
28455,"2006-03-07;""t2"";""0.805"""
28456,"2006-03-08;""b0"";""2.607"""
28457,"2006-03-08;""b1"";""-1.84"""
28458,"2006-03-08;""b2"";""-1.532"""
28459,"2006-03-08;""b3"";""1.93"""
28460,"2006-03-08;""t1"";""1.34"""
28461,"2006-03-08;""t2"";""0.718"""
28462,"2006-03-09;""b0"";""2.664"""
28463,"2006-03-09;""b1"";""-1.986"""
28464,"2006-03-09;""b2"";""-1.367"""
28465,"2006-03-09;""b3"";""2.009"""
28466,"2006-03-09;""t1"";""1.403"""
28467,"2006-03-09;""t2"";""0.688"""
28468,"2006-03-10;""b0"";""2.696"""
