"","M3m","M6m","M9m","M12m","M18m","M24m","M36m","M48m","M60m","M72m","M84m","M96m","M108m","M120m","M144m","M180m","M240m"
"1",0.0264744587074461,0.0412348978680943,0.0567509962085149,0.0643281202192008,0.0546748618644801,0.0593654694589123,0.0343201781025992,0.0372418186179422,0.0412813281634189,0.0444367599849931,0.0463718979131553,0.0520343890735777,0.0400607475250686,0.0410158124689872,0.0424209935068116,0.0432151328325263,0.0437170465411012
"2",0.0319125139462956,0.0422902405183423,0.0532737301185038,0.0583916959331687,0.0600360193481362,0.0881308632396096,0.0342291419776504,0.0383391458293503,0.0433740415046829,0.0461954368777482,0.0485658954090133,0.0392937361775378,0.0402597067943448,0.0415251741483037,0.0427876813482093,0.0434587785756426,0.0440911875254351
"3",0.0293829067110514,0.0455310060089824,0.0738285423845242,0.0925714484538721,0.099023248038941,0.0334520180401897,0.0373148866729667,0.0400329949823781,0.0414167643813306,0.0418687676996055,0.0431698160428016,0.0388548399199679,0.039347090190255,0.0401858535416685,0.0414216234512856,0.0429752586625118,0.0464650290216664
"4",0.0337672059000751,0.0530649113765603,0.0724897214818541,0.0837994273735915,0.0919988385597039,0.0336177671936208,0.0364603389937064,0.0393331531445303,0.0415669401158885,0.0433415193457221,0.0487078704536468,0.0384213082284421,0.0393827339860268,0.040839302256272,0.0419900101317154,0.0428561994772185,0.0411801649632171
"5",0.0337344806956328,0.0516498615602548,0.0708359996067818,0.0842876505810739,0.110259046677173,0.0375739777140791,0.0400604914546811,0.0422132560062314,0.0430607756601131,0.043916416618196,0.039842321334956,0.0402810620393084,0.0408937229670899,0.0415652797536608,0.0421067052132094,0.0427978522229804,0.0416351590077607
"6",0.0441310612775738,0.0489183921909329,0.048220456361157,0.0474229176350078,0.0363164843270014,0.0369413585396709,0.0388382007843122,0.041541381880562,0.0439231024098463,0.0475466845140859,0.0396893680790874,0.040615043633239,0.042000266702698,0.0432885661801017,0.0442364313431753,0.0461275289402776,0.0429684815370017
"7",0.0710549542812612,0.05527262876626,0.0503144602535037,0.050002548299354,0.041140928859186,0.0413404640423621,0.0414916540540551,0.0415417387755139,0.0415503868852456,0.041674224657549,0.0413364537815123,0.0413585030927825,0.0413875694189603,0.0414068535537253,0.0414199999999962,0.0413767898342541,0.0413886476348555
"8",0.0905142816046353,0.0730959112527252,0.050032840934898,0.0295512565740412,0.0384214648123891,0.0377264229093424,0.0397314169499852,0.0430159903568099,0.0464284508058208,0.0403336783656205,0.0412555168436598,0.04264298973789,0.0441877191869013,0.0453862166046046,0.0469180008640668,0.0434763125557133,0.0441336711841122
"9",0.135309491172353,0.085811695402936,0.0505782589129584,0.0373172773863867,0.0370319446934091,0.0386080379207982,0.0433238521486288,0.0463516057346012,0.04986361929081,0.0405448119733947,0.0414012696585654,0.0425239115091927,0.0434199477103601,0.0440231486581768,0.0453677563705273,0.042561123359178,0.0429963408379714
"10",0.0876292280889072,0.0874872906184232,0.0894935970909918,0.0413501037619102,0.0411361433664739,0.0387910634843529,0.0351327621618536,0.0345088228836132,0.0338127346622517,0.0388386453854284,0.0389742500612178,0.0396521033694995,0.040761633302729,0.0424033391781,0.0400481740395078,0.0414335128022227,0.0444992571385924
