"","M3m","M6m","M9m","M12m","M18m","M24m","M36m","M48m","M60m","M72m","M84m","M96m","M108m","M120m","M144m","M180m","M240m"
"337",0.0233467580942754,-0.018086289441293,-0.0086154012175694,-0.0091091953899191,-0.00730252423810623,-0.00597837566294893,0.00237907011349148,-0.00592172302045058,-0.0039715653105839,-0.00017324957967596,0.00417818778498781,0.00739819773849825,0.0124045362558062,0.000485079168630402,0.00223353093474003,0.00446939325573335,0.00666156221564651
"338",0.0227254897728128,-0.00817497245619663,-0.0110368518810021,-0.0132281664298137,-0.00987887453343658,-0.00708544850455112,0.0014436050622082,-0.00740212451412571,-0.00530609493328836,-0.00111998865172011,0.00275394174230234,0.00552222594611054,0.0134896891708667,-0.00148325013904734,0.000369533150876184,0.00243708177516021,0.00389001198694382
"339",0.0500785528534361,-0.00687719859137263,-0.00924690140277649,-0.0101107258871977,-0.00744103509594399,-0.00582721659571417,0.00240630601783065,-0.00580509940539127,-0.00376764905737621,-7.10447344905857e-05,0.00341127057155399,0.00727899136248147,-0.00185366328907923,-0.000608788214122829,0.00153684087573851,0.00340483208588533,0.00460540432434803
"340",0.0759577208368092,-0.00647993109430096,-0.00873038258592999,-0.00867624720819235,-0.0064389727173432,-0.00617211072535429,-0.00662087005587383,-0.00545757473479737,-0.00268347491257638,0.00132428811486797,0.00520572780946907,0.0112259430302487,-0.00122511751448118,0.000187260260691098,0.00234759048333541,0.00383551970046158,0.00462906624737938
"341",-0.00589759808384736,-0.00619171227436629,-0.00908076384014771,-0.00834785605730978,-0.00637343596509687,-0.00503523742836581,-0.00641024679260359,-0.00527100778260617,-0.00229211647132825,0.00144057555814017,0.00535683425904268,0.0149442218936368,-0.00135808267038062,0.000100879307981016,0.0023695849213785,0.00405378767220443,0.00490956490619267
"342",-0.00536418218195081,-0.00929910946616413,-0.0196941267375769,-0.0195988272462084,-0.0112213154674604,-0.00778277596377619,-0.00839531411430304,-0.00714950072685701,-0.00439600622577668,-0.00139553882854734,0.00333172196750176,-0.00515248929455648,-0.00380223573234356,-0.00199886914781004,-4.52815122212041e-05,0.00148192495061713,0.00237048079084039
"343",-0.00377292309340223,-0.00769256326046085,-0.0156194837524371,-0.0131762305718764,-0.00668229049989189,-0.0074016252575721,-0.00725580655653821,-0.00628873544246851,-0.00393144080469041,-0.000647946811918293,0.00477679586156643,-0.00450922655687221,-0.00324987787995246,-0.00149787841277764,0.000238997056811824,0.00129236888034563,0.00174050168529975
"344",-0.00216095695001163,-0.00621020693746754,-0.0105768891602819,-0.00851140617033747,-0.00524767542101279,-0.0066484228195845,-0.00619896286158398,-0.00471535939141887,-0.00203650124428106,0.000929810540158782,0.00727485717557658,-0.00359522461376314,-0.00244823539895757,-0.000564255460337885,0.00111008127285926,0.00189366462906599,-0.000254159907881511
"345",-0.000348514184406068,-0.00624429146412327,-0.0136886026139839,-0.010361215053739,-0.0059618394685832,-0.00692579290949265,-0.006148039137884,-0.00462649550959882,-0.00131666140997513,0.00418937302482952,-0.00437108241045919,-0.00349825342981843,-0.00198277649563349,0.000770088149980488,0.00318010853282936,0.00338170714686553,0.000498995084682494
"346",0.00181308787941255,-0.00450239631705046,-0.00997025137278904,-0.00662631915006262,-0.00642078264952467,-0.00597247417314099,-0.00448550786849621,-0.00171795638408237,0.00209717207808729,0.00818228640025884,-0.00273015859354764,-0.00134379445396617,0.0011059823728673,0.00418344127911812,0.00535926836463671,0.00579694302110954,0.00254750606638608
"347",0.00446942798249574,-0.00653530811517997,-0.013067636082979,-0.00818398667314441,-0.00662953650588203,-0.00554761861102433,-0.00202639351724396,0.0028210410536218,0.00781350079311352,0.020160715638361,-0.000614659942459351,0.00138024727784622,0.00425355414745645,0.00616049192332421,0.00849508151082391,0.00366127314280743,0.00448395322799757
"348",0.00644449734850966,-0.0039937587753513,-0.0098535403455936,-0.000989311837480522,-0.00577255474850451,-0.00449056757796944,-0.000824518332715976,0.0042482505859803,0.0100887596637283,-0.00176243977302637,-1.46381968385871e-05,0.00263214394451906,0.00569496446582118,0.0082336189419453,0.011345400573089,0.00436164183903871,0.00566364291000851
"349",0.0101880172067595,-0.00576745501064033,-0.0136378973345712,-0.00686483698311491,-0.00618985092477541,-0.00410433809569047,0.00110778794999286,0.00667139691399929,0.0153188582738328,-0.00123024072894555,0.000922557775703405,0.0042059589219128,0.00740390401626714,0.0100724674958173,0.0156781267892426,0.00514963647007138,0.00636526410526653
"350",0.0106363706096111,-0.00993729108084751,-0.0216539669222779,-0.00743980764646822,-0.00696459993960885,-0.00498520656201697,-0.00110060355777772,0.00387472554603643,0.0174770648996988,-0.00254139319374165,-0.00030395433495348,0.00315556536644825,0.00628750923113441,0.0101634449186299,0.00192678788067058,0.00334079658970207,0.00534278290153144
"351",0.0162118871154941,-0.00518285727247558,-0.0187307792234359,-0.00686245934899139,-0.00553534823809301,-0.00246315848772233,0.00239123345116737,0.0083366610186382,-0.00302164832903033,-0.00105067731103742,0.0020460822087189,0.00548954431835242,0.00798974238939662,0.0114361939393262,0.00286081031710715,0.00444890552858892,0.00601497580239314
"352",0.0211755048570791,-0.00437954069911106,-0.00687104105941267,-0.00682458148820132,-0.00535240172323116,-0.00180012890660003,0.0034332267545682,0.0126937707426883,-0.00265846020584261,-0.000649292818598995,0.00270325210074654,0.00617184328055169,0.00873170214865136,0.0148415445037078,0.00295405176850587,0.00478966728220018,0.00589558134757161
"353",0.0261548190600433,-0.00245386554987875,-0.00687686098802959,-0.00656854589865087,-0.00445672165951749,-0.00144019536211817,0.00330759849639115,0.0148733468214685,-0.00269837445497109,-0.00025314855765305,0.00387940513483677,0.00737052949720875,0.0107110875199883,0.0015070166865666,0.00309557501069564,0.00525061266651034,0.00674474628433425
"354",0.0261224699222511,0.0134602956132108,-0.00598010586517294,-0.00468894519924578,-0.00135156912625074,0.00251722740955429,0.00838859788699847,-0.00294665673632384,-0.00104036532655127,0.00204334662685647,0.00608425152999389,0.00967410378684175,0.0147005772269546,0.00299559125195236,0.00456514782289117,0.00658024137570115,0.00811737816330191
"355",0.0404428550825129,-0.00623709143709615,-0.0063838281736538,-0.00470753198144348,0.000310552753129967,0.00576740407926912,0.012289734881878,-0.00234973506385203,0.000105188253180072,0.00341188357631178,0.00813500571102035,0.0130188862977005,0.0228113228099288,0.0040894281493257,0.00569026178469583,0.00795674219775959,0.00877170246291872
